Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Goal_Contribution_90,Expected_Goal_Contribution_90,G_per_xG,Ast_per_xAG,Progressive_Actions_90,Goal_Involvement_Per_Match,Shot_Conversion_Rate,Expected_Assist_Efficiency,Pass_to_Goal_Efficiency,Total_Contribution_Index
Michael Olise,fr FRA,"FW,MF",Crystal Palace,21,2001,19,14,1275,14.2,10.0,6.0,16.0,9.0,1.0,1.0,0.0,0.0,5.5,4.7,5.8,10.5,68.0,78.0,134.0,1.06,0.8,0.0748235294117647,0.7976470588235294,0.1927272727272727,0.5132743362831858,10.305882352941175,0.05578947368421053,0.19272727272727275,0.07435897435897436,73.58490566037736,11.103529411764708
Kevin De Bruyne,be BEL,MF,Manchester City,32,1991,18,15,1221,13.6,4.0,10.0,14.0,4.0,0.0,0.0,2.0,0.0,2.4,2.4,11.5,14.0,47.0,111.0,133.0,1.03,1.03,0.0759213759213759,1.0245700245700244,0.4291666666666667,0.8273381294964028,11.646191646191646,0.05722222222222222,0.4291666666666667,0.1036036036036036,107.76699029126213,12.670761670761673
Diogo Jota,pt POR,FW,Liverpool,26,1996,21,14,1145,12.7,10.0,3.0,13.0,10.0,0.0,0.0,3.0,1.0,5.3,5.3,3.3,8.6,54.0,34.0,111.0,1.02,0.68,0.0801746724890829,0.6759825327510917,0.1924528301886792,0.3837209302325581,6.91703056768559,0.04857142857142857,0.19245283018867926,0.09705882352941175,33.333333333333336,7.593013100436681
Richarlison,br BRA,FW,Tottenham,26,1997,28,18,1491,16.6,11.0,4.0,15.0,11.0,0.0,0.0,3.0,0.0,9.6,9.6,2.1,11.7,26.0,38.0,106.0,0.91,0.7,0.0549295774647887,0.7062374245472837,0.0947916666666666,0.1794871794871795,3.86317907444668,0.0325,0.09479166666666668,0.05526315789473685,41.75824175824176,4.569416498993964
Ollie Watkins,eng ENG,FW,Aston Villa,27,1995,37,37,3217,35.7,19.0,13.0,32.0,19.0,0.0,0.0,4.0,0.0,16.8,16.8,7.3,24.2,62.0,55.0,214.0,0.9,0.68,0.0251787379546161,0.674230649673609,0.0535714285714285,0.3029045643153527,3.2732359341000934,0.024324324324324326,0.05357142857142857,0.13272727272727272,61.11111111111111,3.9474665837737017
Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,25,1997,21,7,802,8.9,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,3.6,3.6,3.2,6.8,45.0,34.0,79.0,0.9,0.76,0.1009975062344139,0.7630922693266834,0.25,0.4705882352941176,8.865336658354115,0.04285714285714286,0.25,0.09411764705882353,37.77777777777778,9.628428927680797
Erling Haaland,no NOR,FW,Manchester City,23,2000,31,29,2552,28.4,27.0,5.0,32.0,20.0,7.0,8.0,1.0,0.0,29.2,22.9,4.3,27.2,35.0,26.0,126.0,0.88,1.18,0.0310344827586206,1.181426332288401,0.0301369863013698,0.1283582089552238,2.1512539184952977,0.02838709677419355,0.030136986301369864,0.16538461538461538,29.545454545454547,3.332680250783699
Phil Foden,eng ENG,"FW,MF",Manchester City,23,2000,35,33,2857,31.7,19.0,8.0,27.0,19.0,0.0,0.0,2.0,0.0,10.3,10.3,8.4,18.7,93.0,168.0,269.0,0.85,0.59,0.0267763388169408,0.5890794539726988,0.0825242718446601,0.4491978609625668,8.221911095554777,0.024285714285714285,0.08252427184466019,0.05,197.64705882352942,8.810990549527476
Darwin Núñez,uy URU,FW,Liverpool,24,1999,36,22,2047,22.7,11.0,8.0,19.0,11.0,0.0,1.0,9.0,0.0,16.3,15.5,6.0,21.5,58.0,54.0,206.0,0.84,0.98,0.0369320957498778,0.9804592085979482,0.0515337423312883,0.2690582959641255,4.924279433317049,0.02333333333333333,0.05153374233128834,0.1111111111111111,64.28571428571429,5.904738641914998
Leon Bailey,jm JAM,"MF,FW",Aston Villa,25,1997,35,22,2068,23.0,10.0,9.0,19.0,10.0,0.0,0.0,5.0,0.0,6.3,6.3,9.2,15.5,102.0,82.0,226.0,0.83,0.67,0.0361218568665377,0.6745647969052224,0.1317460317460317,0.5935483870967742,8.007736943907156,0.023714285714285712,0.13174603174603175,0.1121951219512195,98.79518072289157,8.68230174081238
Cole Palmer,eng ENG,"FW,MF",Chelsea,21,2002,33,29,2607,29.0,22.0,11.0,33.0,13.0,9.0,9.0,7.0,0.0,18.2,11.1,11.1,22.2,117.0,197.0,195.0,0.83,1.01,0.0286536248561565,1.01150747986191,0.0456043956043956,0.378839590443686,10.840046029919447,0.02515151515151515,0.0456043956043956,0.05634517766497462,237.34939759036146,11.851553509781358
Mohamed Salah,eg EGY,FW,Liverpool,31,1992,32,28,2534,28.2,18.0,10.0,28.0,13.0,5.0,7.0,2.0,0.0,21.2,15.5,11.8,27.3,98.0,147.0,341.0,0.82,1.17,0.0291239147592738,1.1720599842146804,0.0386792452830188,0.3575757575757576,8.701657458563536,0.025625,0.038679245283018866,0.08027210884353742,179.26829268292684,9.873717442778215
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,25,1997,20,12,1042,11.6,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,4.7,4.7,1.7,6.4,8.0,14.0,45.0,0.78,0.56,0.0673704414587332,0.5527831094049904,0.1659574468085106,0.265625,1.9001919385796544,0.039,0.16595744680851063,0.12142857142857143,17.94871794871795,2.4529750479846446
Son Heung-min,kr KOR,FW,Tottenham,31,1992,35,34,2934,32.6,17.0,10.0,27.0,15.0,2.0,2.0,1.0,0.0,12.0,10.4,11.8,22.2,119.0,139.0,325.0,0.77,0.73,0.0236196319018404,0.7300613496932516,0.0641666666666666,0.4957983193277311,7.914110429447852,0.022000000000000002,0.06416666666666666,0.08489208633093526,180.5194805194805,8.644171779141104
Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,28,1995,21,14,1189,13.2,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,2.1,2.1,5.0,7.1,33.0,52.0,113.0,0.76,0.54,0.0575273338940285,0.5374264087468461,0.3619047619047619,0.7042253521126761,6.433978132884777,0.03619047619047619,0.3619047619047619,0.09615384615384616,68.42105263157895,6.971404541631624
Chris Wood,nz NZL,FW,Nott'ham Forest,31,1991,31,20,1812,20.1,14.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,11.9,11.9,2.1,14.0,16.0,30.0,76.0,0.75,0.7,0.037251655629139,0.695364238410596,0.0630252100840336,0.15,2.2847682119205297,0.024193548387096774,0.06302521008403361,0.07,40.0,2.980132450331126
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26,1997,35,25,2282,25.4,16.0,5.0,21.0,14.0,2.0,2.0,3.0,0.0,10.9,9.4,3.1,12.5,29.0,25.0,135.0,0.75,0.56,0.0295793163891323,0.5521472392638037,0.0688073394495412,0.2214285714285714,2.129710780017529,0.02142857142857143,0.06880733944954129,0.124,33.333333333333336,2.681858019281332
Callum Wilson,eng ENG,FW,Newcastle Utd,31,1992,20,9,991,11.0,9.0,1.0,10.0,7.0,2.0,2.0,3.0,0.0,8.8,7.2,0.6,7.8,11.0,9.0,77.0,0.73,0.85,0.0662966700302724,0.8536831483350152,0.0829545454545454,0.0638297872340425,1.8163471241170537,0.0365,0.08295454545454545,0.06666666666666667,12.32876712328767,2.6700302724520686
Alexander Isak,se SWE,FW,Newcastle Utd,23,1999,30,27,2255,25.1,21.0,2.0,23.0,16.0,5.0,6.0,1.0,0.0,20.3,15.6,3.7,19.3,68.0,71.0,129.0,0.72,0.96,0.0287361419068736,0.9578713968957872,0.0354679802955665,0.1541666666666666,5.547671840354767,0.024,0.0354679802955665,0.05211267605633803,98.61111111111111,6.505543237250554
Leandro Trossard,be BEL,"FW,MF",Arsenal,28,1994,34,18,1649,18.3,12.0,1.0,13.0,12.0,0.0,0.0,2.0,0.0,7.9,7.9,2.8,10.7,66.0,76.0,155.0,0.71,0.58,0.0387507580351728,0.5839902971497877,0.0898734177215189,0.2616822429906542,7.750151607034566,0.02088235294117647,0.08987341772151898,0.03684210526315789,107.04225352112677,8.334141904184353
Cody Gakpo,nl NED,"FW,MF",Liverpool,24,1999,35,17,1649,18.3,8.0,5.0,13.0,8.0,0.0,0.0,1.0,0.0,9.0,9.0,2.9,11.8,43.0,83.0,130.0,0.71,0.64,0.0387507580351728,0.6494845360824743,0.0788888888888888,0.2436974789915966,6.8768950879320805,0.020285714285714285,0.07888888888888888,0.034939759036144574,116.90140845070422,7.526379624014555
Giovani Lo Celso,ar ARG,MF,Tottenham,27,1996,22,4,506,5.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.9,2.5,25.0,68.0,29.0,0.71,0.45,0.1262845849802371,0.4446640316205533,1.1833333333333331,0.76,16.541501976284586,0.03227272727272727,1.1833333333333333,0.027941176470588233,95.77464788732395,16.986166007905137
Jarrod Bowen,eng ENG,FW,West Ham,26,1996,34,34,3019,33.5,16.0,6.0,22.0,16.0,0.0,0.0,2.0,0.0,11.6,11.6,5.5,17.2,90.0,52.0,186.0,0.66,0.51,0.0196753892017224,0.5097714474991719,0.0568965517241379,0.3216374269005848,4.2331897979463395,0.019411764705882354,0.056896551724137934,0.10576923076923077,78.78787878787878,4.742961245445512
Matheus Cunha,br BRA,"FW,MF",Wolves,24,1999,32,29,2440,27.1,12.0,7.0,19.0,11.0,1.0,1.0,9.0,0.0,9.5,8.7,3.2,11.9,107.0,87.0,139.0,0.66,0.47,0.0243442622950819,0.4684426229508196,0.0694736842105263,0.2519685039370079,7.155737704918033,0.020625,0.06947368421052631,0.0367816091954023,131.8181818181818,7.624180327868852
Kai Havertz,de GER,"MF,FW",Arsenal,24,1999,37,30,2634,29.3,13.0,7.0,20.0,12.0,1.0,1.0,11.0,0.0,12.3,11.6,4.4,15.9,55.0,99.0,191.0,0.65,0.57,0.0222095671981776,0.570615034168565,0.0528455284552845,0.2634730538922155,5.261958997722096,0.01756756756756757,0.05284552845528455,0.044444444444444446,152.3076923076923,5.832574031890661
Solly March,eng ENG,"FW,DF",Brighton,29,1994,7,7,554,6.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.9,14.0,24.0,44.0,0.65,0.47,0.1055956678700361,0.4873646209386281,0.325,0.3333333333333333,6.173285198555957,0.09285714285714286,0.325,0.041666666666666664,36.92307692307692,6.6606498194945845
Pedro Neto,pt POR,"FW,MF",Wolves,23,2000,20,18,1516,16.8,2.0,9.0,11.0,2.0,0.0,0.0,4.0,0.0,3.5,3.5,4.4,7.9,98.0,54.0,149.0,0.65,0.47,0.0385883905013192,0.4689973614775725,0.1857142857142857,0.5569620253164557,9.023746701846964,0.0325,0.18571428571428572,0.08148148148148149,83.07692307692308,9.492744063324539
Brennan Johnson,wls WAL,FW,Tottenham,22,2001,32,23,2085,23.2,5.0,10.0,15.0,5.0,0.0,0.0,3.0,0.0,10.3,10.3,8.1,18.3,97.0,72.0,293.0,0.65,0.79,0.0280575539568345,0.7942446043165466,0.0631067961165048,0.4402173913043478,7.294964028776979,0.0203125,0.06310679611650485,0.11249999999999999,110.76923076923076,8.089208633093525
Elijah Adebayo,eng ENG,FW,Luton Town,25,1998,27,16,1419,15.8,10.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,5.9,5.9,0.7,6.6,16.0,23.0,110.0,0.63,0.42,0.0399577167019027,0.4186046511627908,0.1067796610169491,0.106060606060606,2.473572938689218,0.023333333333333334,0.10677966101694915,0.03043478260869565,36.507936507936506,2.8921775898520083
Jeremy Doku,be BEL,"FW,MF",Manchester City,21,2002,29,18,1595,17.7,3.0,8.0,11.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,4.6,7.1,218.0,57.0,295.0,0.62,0.4,0.0349843260188087,0.4006269592476489,0.248,0.647887323943662,15.517241379310343,0.021379310344827585,0.248,0.0807017543859649,91.93548387096774,15.917868338557994
Anthony Gordon,eng ENG,FW,Newcastle Utd,22,2001,35,34,2890,32.1,11.0,10.0,21.0,10.0,1.0,1.0,12.0,1.0,10.2,9.4,8.0,17.4,138.0,101.0,232.0,0.62,0.57,0.0193079584775086,0.5667820069204152,0.0607843137254902,0.4395604395604395,7.442906574394464,0.017714285714285714,0.0607843137254902,0.07920792079207921,162.90322580645162,8.00968858131488
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25,1998,27,24,2055,22.8,11.0,4.0,15.0,10.0,1.0,1.0,3.0,0.0,9.1,8.3,5.2,13.5,68.0,93.0,139.0,0.61,0.62,0.0267153284671532,0.6262773722627738,0.067032967032967,0.3636363636363636,7.0510948905109485,0.02259259259259259,0.06703296703296703,0.05591397849462366,152.45901639344262,7.677372262773723
Neal Maupay,fr FRA,FW,Brentford,26,1996,29,13,1321,14.7,6.0,3.0,9.0,6.0,0.0,0.0,8.0,0.0,5.7,5.7,2.3,8.1,21.0,37.0,91.0,0.61,0.55,0.041559424678274,0.5450416351249053,0.1070175438596491,0.2875,3.951551854655564,0.02103448275862069,0.10701754385964912,0.06216216216216216,60.65573770491803,4.496593489780469
Nicolas Jackson,sn SEN,FW,Chelsea,22,2001,35,31,2799,31.1,14.0,5.0,19.0,14.0,0.0,0.0,10.0,0.0,18.6,18.6,4.3,22.9,70.0,67.0,200.0,0.61,0.74,0.0196141479099678,0.7363344051446946,0.0327956989247311,0.1877729257641921,4.405144694533762,0.01742857142857143,0.03279569892473118,0.06417910447761194,109.8360655737705,5.141479099678456
Harvey Elliott,eng ENG,"MF,FW",Liverpool,20,2003,34,11,1352,15.0,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,2.7,2.7,3.5,6.2,44.0,128.0,122.0,0.6,0.42,0.0399408284023668,0.4127218934911243,0.2222222222222222,0.564516129032258,11.449704142011836,0.01764705882352941,0.2222222222222222,0.02734375,213.33333333333334,11.862426035502958
Bukayo Saka,eng ENG,FW,Arsenal,21,2001,35,35,2919,32.4,16.0,9.0,25.0,10.0,6.0,6.0,4.0,0.0,15.5,10.8,10.5,21.2,155.0,126.0,508.0,0.59,0.8,0.0181911613566289,0.801644398766701,0.0380645161290322,0.4038461538461538,8.663926002055499,0.016857142857142855,0.03806451612903226,0.08333333333333333,213.55932203389833,9.4655704008222
Hwang Hee-chan,kr KOR,"FW,MF",Wolves,27,1996,29,25,2119,23.5,12.0,3.0,15.0,11.0,1.0,1.0,6.0,0.0,7.7,6.9,3.0,9.9,37.0,37.0,120.0,0.59,0.45,0.0250589900896649,0.4544596507786691,0.0766233766233766,0.2803738317757009,3.1429919773478057,0.020344827586206895,0.07662337662337662,0.08108108108108109,62.71186440677966,3.5974516281264752
Moussa Diaby,fr FRA,"FW,MF",Aston Villa,24,1999,38,25,2174,24.2,6.0,8.0,14.0,6.0,0.0,0.0,1.0,0.0,7.0,7.0,6.6,13.6,94.0,72.0,183.0,0.58,0.56,0.0240110395584176,0.5630174793008279,0.0828571428571428,0.4852941176470588,6.8721251149954,0.015263157894736841,0.08285714285714285,0.09166666666666666,124.13793103448276,7.435142594296228
Julián Álvarez,ar ARG,"MF,FW",Manchester City,23,2000,36,31,2647,29.4,11.0,8.0,19.0,9.0,2.0,2.0,2.0,0.0,13.0,11.5,6.4,17.9,64.0,103.0,180.0,0.58,0.66,0.0197204382319607,0.6596146581035134,0.0446153846153846,0.3298969072164949,5.67812618058179,0.01611111111111111,0.04461538461538461,0.06213592233009709,177.58620689655174,6.337740838685304
Eddie Nketiah,eng ENG,FW,Arsenal,24,1999,27,10,1082,12.0,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,4.5,4.5,0.8,5.4,22.0,20.0,77.0,0.58,0.45,0.0482439926062846,0.4408502772643253,0.1288888888888889,0.1509433962264151,3.4935304990757854,0.02148148148148148,0.1288888888888889,0.04,34.48275862068966,3.9343807763401104
Harry Wilson,wls WAL,FW,Fulham,26,1997,35,16,1620,18.0,4.0,6.0,10.0,4.0,0.0,0.0,6.0,0.0,3.4,3.4,3.5,6.8,41.0,60.0,130.0,0.56,0.38,0.0311111111111111,0.3833333333333333,0.1647058823529412,0.5072463768115941,5.611111111111112,0.016,0.1647058823529412,0.058333333333333334,107.14285714285714,5.9944444444444445
Timo Werner,de GER,FW,Tottenham,27,1996,13,10,809,9.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,3.7,3.7,2.7,6.4,79.0,41.0,124.0,0.56,0.72,0.0622991347342398,0.7119901112484549,0.1513513513513513,0.421875,13.349814585908527,0.04307692307692308,0.15135135135135136,0.06585365853658537,73.21428571428571,14.061804697156983
Morgan Rogers,eng ENG,"MF,FW",Aston Villa,21,2002,11,8,638,7.1,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.4,1.4,0.6,2.0,22.0,28.0,30.0,0.56,0.28,0.0789968652037617,0.2821316614420062,0.4000000000000001,0.3,7.053291536050157,0.05090909090909091,0.4000000000000001,0.02142857142857143,49.99999999999999,7.335423197492163
Rodrigo Muniz,br BRA,FW,Fulham,22,2001,26,18,1593,17.7,9.0,1.0,10.0,9.0,0.0,0.0,1.0,0.0,8.7,8.7,2.0,10.7,8.0,19.0,76.0,0.56,0.61,0.031638418079096,0.6045197740112994,0.064367816091954,0.1869158878504673,1.5254237288135593,0.02153846153846154,0.06436781609195404,0.10526315789473684,33.92857142857142,2.129943502824859
Raheem Sterling,eng ENG,"FW,MF",Chelsea,28,1994,31,22,1978,22.0,8.0,4.0,12.0,8.0,0.0,0.0,7.0,0.0,6.5,6.5,4.5,11.0,120.0,78.0,242.0,0.55,0.5,0.025025278058645,0.5005055611729019,0.0846153846153846,0.4090909090909091,9.009100101112235,0.017741935483870968,0.08461538461538462,0.057692307692307696,141.8181818181818,9.509605662285136
Bryan Mbeumo,cm CMR,FW,Brentford,23,1999,25,22,1960,21.8,9.0,6.0,15.0,6.0,3.0,3.0,2.0,0.0,9.8,7.4,4.6,12.1,74.0,88.0,195.0,0.55,0.66,0.0252551020408163,0.6612244897959184,0.0561224489795918,0.3194444444444444,7.438775510204082,0.022000000000000002,0.05612244897959184,0.05227272727272727,160.0,8.1
Gabriel Jesus,br BRA,FW,Arsenal,26,1997,27,17,1478,16.4,4.0,5.0,9.0,4.0,0.0,0.0,6.0,0.0,6.3,6.3,3.8,10.1,38.0,42.0,155.0,0.55,0.62,0.0334912043301759,0.615020297699594,0.0873015873015873,0.3762376237623762,4.871447902571042,0.020370370370370372,0.08730158730158731,0.09047619047619047,76.36363636363636,5.486468200270636
James Maddison,eng ENG,MF,Tottenham,26,1996,28,26,2135,23.7,4.0,9.0,13.0,4.0,0.0,0.0,5.0,0.0,6.4,6.4,5.9,12.4,58.0,224.0,156.0,0.55,0.52,0.0231850117096018,0.5185011709601874,0.0859375,0.4796747967479675,11.887587822014051,0.019642857142857146,0.0859375,0.026339285714285714,407.27272727272725,12.406088992974238
Dominic Solanke,eng ENG,FW,Bournemouth,25,1997,38,37,3325,36.9,19.0,3.0,22.0,17.0,2.0,3.0,3.0,0.0,19.6,17.2,3.0,20.3,52.0,60.0,184.0,0.54,0.61,0.0146165413533834,0.6117293233082707,0.0275510204081632,0.1327433628318584,3.031578947368421,0.014210526315789474,0.027551020408163266,0.05,111.1111111111111,3.643308270676692
Yoane Wissa,cd COD,FW,Brentford,26,1996,34,29,2493,27.7,12.0,3.0,15.0,12.0,0.0,0.0,7.0,0.0,10.6,10.6,3.9,14.5,45.0,48.0,150.0,0.54,0.52,0.0194945848375451,0.5234657039711191,0.0509433962264151,0.2689655172413793,3.357400722021661,0.015882352941176472,0.0509433962264151,0.08125,88.88888888888889,3.88086642599278
Bernardo Silva,pt POR,"MF,FW",Manchester City,28,1994,33,29,2578,28.6,6.0,9.0,15.0,6.0,0.0,0.0,8.0,0.0,3.7,3.7,7.6,11.3,140.0,177.0,260.0,0.52,0.4,0.0181536074476338,0.3944918541505043,0.1405405405405405,0.6725663716814159,11.066718386346006,0.01575757575757576,0.14054054054054055,0.04293785310734463,340.38461538461536,11.461210240496511
Luis Sinisterra,co COL,"FW,MF",Bournemouth,24,1999,20,7,699,7.8,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.4,5.0,51.0,38.0,85.0,0.52,0.64,0.0669527896995708,0.6309012875536482,0.208,0.4897959183673468,11.45922746781116,0.026000000000000002,0.20800000000000002,0.06315789473684211,73.07692307692308,12.090128755364807
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,21,2002,36,25,2433,27.0,5.0,9.0,14.0,5.0,0.0,0.0,1.0,0.0,6.6,6.6,6.7,13.3,98.0,49.0,196.0,0.52,0.49,0.0192355117139334,0.4919852034525278,0.0787878787878788,0.5037593984962406,5.437731196054254,0.014444444444444446,0.0787878787878788,0.13673469387755102,94.23076923076923,5.929716399506781
Rodri,es ESP,MF,Manchester City,27,1996,34,34,2931,32.6,8.0,9.0,17.0,8.0,0.0,0.0,8.0,1.0,4.1,4.1,3.9,8.0,76.0,376.0,55.0,0.52,0.24,0.0159672466734902,0.2456499488229273,0.1268292682926829,0.4875,13.879222108495394,0.015294117647058824,0.12682926829268293,0.010372340425531914,723.0769230769231,14.12487205731832
Bobby Reid,jm JAM,FW,Fulham,30,1993,33,17,1423,15.8,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,4.6,4.6,1.8,6.4,35.0,47.0,95.0,0.51,0.4,0.0322557976106816,0.4047786366830639,0.1108695652173913,0.28125,5.186226282501757,0.015454545454545455,0.11086956521739132,0.03829787234042553,92.15686274509804,5.591004919184821
Noni Madueke,eng ENG,FW,Chelsea,21,2002,23,13,1053,11.7,5.0,2.0,7.0,4.0,1.0,1.0,2.0,0.0,2.5,1.7,2.6,4.3,76.0,52.0,136.0,0.51,0.44,0.0435897435897435,0.4358974358974359,0.204,0.5098039215686275,10.94017094017094,0.022173913043478263,0.20400000000000001,0.05,101.96078431372548,11.376068376068377
David Datro Fofana,ci CIV,FW,Burnley,20,2002,15,10,879,9.8,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.5,4.5,1.8,6.4,21.0,15.0,39.0,0.51,0.65,0.0522184300341296,0.6450511945392491,0.1133333333333333,0.2857142857142857,3.6860068259385663,0.034,0.11333333333333334,0.12000000000000001,29.41176470588235,4.3310580204778155
Mohammed Kudus,gh GHA,"FW,MF",West Ham,22,2000,33,27,2484,27.6,8.0,6.0,14.0,8.0,0.0,0.0,6.0,0.0,5.1,5.1,3.5,8.6,117.0,80.0,216.0,0.51,0.31,0.0184782608695652,0.3115942028985507,0.1,0.4069767441860465,7.13768115942029,0.015454545454545455,0.1,0.04375,156.86274509803923,7.449275362318841
Rasmus Højlund,dk DEN,FW,Manchester Utd,20,2003,30,25,2158,24.0,10.0,2.0,12.0,10.0,0.0,0.0,2.0,0.0,7.6,7.6,1.6,9.2,36.0,33.0,111.0,0.5,0.38,0.020852641334569,0.3836886005560704,0.0657894736842105,0.1739130434782609,2.877664504170528,0.016666666666666666,0.06578947368421052,0.048484848484848485,66.0,3.2613531047265987
Ben Brereton,cl CHI,"FW,MF",Sheffield Utd,24,1999,14,14,1105,12.3,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,6.1,5.3,1.5,6.7,23.0,37.0,78.0,0.49,0.61,0.0399095022624434,0.6190045248868777,0.080327868852459,0.1973684210526315,4.886877828054299,0.034999999999999996,0.08032786885245902,0.04054054054054054,75.51020408163265,5.5058823529411764
Oliver McBurnie,sct SCO,FW,Sheffield Utd,27,1996,21,15,1280,14.2,6.0,3.0,9.0,4.0,2.0,2.0,7.0,2.0,6.9,5.3,2.0,7.3,6.0,30.0,60.0,0.49,0.62,0.034453125,0.62578125,0.0710144927536231,0.2247191011235955,2.53125,0.023333333333333334,0.07101449275362319,0.06666666666666667,61.224489795918366,3.15703125
Conor Bradley,nir NIR,DF,Liverpool,20,2003,11,10,753,8.4,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.5,2.3,35.0,29.0,64.0,0.48,0.28,0.0573705179282868,0.2868525896414342,0.5333333333333333,0.625,7.649402390438246,0.04363636363636363,0.5333333333333333,0.05172413793103448,60.41666666666667,7.936254980079682
Martin Ødegaard,no NOR,MF,Arsenal,24,1998,35,35,3091,34.3,8.0,10.0,18.0,6.0,2.0,2.0,2.0,0.0,7.4,5.8,9.6,15.5,91.0,344.0,202.0,0.47,0.5,0.0136848916208346,0.4949854416046587,0.0635135135135135,0.5647058823529412,12.665803946942738,0.013428571428571429,0.0635135135135135,0.027906976744186046,731.9148936170213,13.160789388547396
Pablo Sarabia,es ESP,"MF,FW",Wolves,31,1992,30,20,1745,19.4,4.0,7.0,11.0,2.0,2.0,2.0,5.0,0.0,5.5,3.9,5.9,9.8,41.0,109.0,137.0,0.46,0.59,0.0237249283667621,0.5879656160458453,0.0836363636363636,0.5175438596491229,7.736389684813753,0.015333333333333334,0.08363636363636363,0.05412844036697248,236.95652173913044,8.3243553008596
Luis Díaz,co COL,FW,Liverpool,26,1997,37,32,2629,29.2,8.0,5.0,13.0,8.0,0.0,0.0,3.0,0.0,11.9,11.9,5.7,17.5,137.0,113.0,302.0,0.45,0.6,0.0154050969950551,0.602510460251046,0.0378151260504201,0.3238636363636363,8.558387219475085,0.012162162162162163,0.037815126050420166,0.050442477876106194,251.11111111111111,9.160897679726132
Raúl Jiménez,mx MEX,FW,Fulham,32,1991,24,18,1395,15.5,7.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,5.2,5.2,1.5,6.6,11.0,24.0,87.0,0.45,0.43,0.0290322580645161,0.4322580645161291,0.0865384615384615,0.2238805970149253,2.2580645161290325,0.01875,0.08653846153846154,0.0625,53.33333333333333,2.6903225806451614
Gabriel Martinelli,br BRA,FW,Arsenal,22,2001,35,24,2019,22.4,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,6.8,6.8,6.1,12.9,127.0,65.0,345.0,0.45,0.58,0.0200594353640416,0.575037147102526,0.0661764705882353,0.4728682170542636,8.558692421991084,0.012857142857142857,0.0661764705882353,0.09384615384615384,144.44444444444443,9.13372956909361
Kieran Trippier,eng ENG,DF,Newcastle Utd,32,1990,28,26,2236,24.8,1.0,10.0,11.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,7.5,8.2,34.0,157.0,128.0,0.44,0.33,0.0177101967799642,0.3300536672629695,0.6285714285714287,0.9146341463414634,7.687835420393561,0.015714285714285715,0.6285714285714287,0.04777070063694268,356.8181818181818,8.01788908765653
Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,22,2000,29,20,1854,20.6,8.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,2.7,2.7,2.8,5.5,111.0,58.0,171.0,0.44,0.27,0.0213592233009708,0.2669902912621359,0.1629629629629629,0.509090909090909,8.203883495145632,0.015172413793103448,0.16296296296296295,0.04827586206896552,131.8181818181818,8.470873786407767
Youri Tielemans,be BEL,"MF,FW",Aston Villa,26,1997,32,17,1622,18.0,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,2.6,3.9,23.0,128.0,46.0,0.44,0.21,0.0244143033292231,0.2163995067817509,0.3384615384615384,0.6666666666666666,8.378545006165227,0.01375,0.3384615384615384,0.0203125,290.90909090909093,8.594944512946979
Antoine Semenyo,gh GHA,FW,Bournemouth,23,2000,33,25,2105,23.4,8.0,2.0,10.0,8.0,0.0,0.0,6.0,0.0,4.6,4.6,3.2,7.8,89.0,64.0,188.0,0.43,0.34,0.0183847980997624,0.3334916864608076,0.0934782608695652,0.4102564102564103,6.541567695961995,0.013030303030303031,0.09347826086956522,0.05,148.8372093023256,6.875059382422803
